predicted_target,predicted_target_str,actual_target_str,id
5.0,walking,walking,8589935349
5.0,walking,walking,8589935707
6.0,cycling,cycling,8589936038
6.0,cycling,cycling,8589936068
3.0,lying,lying,8589936629
3.0,lying,lying,8589936676
3.0,lying,lying,8589936781
2.0,sitting,sitting,8589937020
2.0,sitting,sitting,8589937470
2.0,sitting,sitting,8589937502
0.0,standing,standing,8589937711
0.0,standing,standing,8589938103
0.0,standing,standing,8589938204
0.0,standing,standing,8589938517
0.0,standing,standing,8589938597
8.0,ascending_stairs,ascending_stairs,17179869326
6.2,cycling,ascending_stairs,17179869387
6.0,cycling,descending_stairs,17179869479
5.8,cycling,descending_stairs,17179870023
5.0,walking,walking,17179870102
5.0,walking,walking,17179870522
6.0,cycling,cycling,17179870635
1.0,running,running,17179870828
1.0,running,running,17179870935
4.0,rope_jumping,rope_jumping,17179871298
4.0,rope_jumping,rope_jumping,17179871320
4.0,rope_jumping,rope_jumping,17179871399
4.0,rope_jumping,rope_jumping,17179871440
3.0,lying,lying,17179871646
2.0,sitting,sitting,17179872155
2.0,sitting,sitting,25769804173
0.0,standing,standing,25769804321
0.0,standing,standing,25769804424
0.0,standing,standing,25769804458
0.0,standing,standing,25769804536
0.0,standing,standing,25769804648
8.0,ascending_stairs,ascending_stairs,25769804848
7.6,ascending_stairs,ascending_stairs,25769804878
7.0,descending_stairs,descending_stairs,25769805263
8.0,ascending_stairs,ascending_stairs,25769805383
6.4,cycling,walking,25769805922
5.0,walking,walking,25769806235
5.0,walking,walking,25769806277
6.0,cycling,cycling,25769806752
6.0,cycling,cycling,25769806838
6.0,cycling,cycling,25769806961
6.0,cycling,cycling,25769807055
4.0,rope_jumping,rope_jumping,25769807494
3.0,lying,lying,34359738446
3.0,lying,lying,34359738517
3.0,lying,lying,34359738538
3.0,lying,lying,34359738646
3.0,lying,lying,34359738679
3.0,lying,lying,34359739039
3.0,lying,lying,34359739083
3.0,lying,lying,34359739159
3.0,lying,lying,34359739163
2.0,sitting,sitting,34359739414
2.0,sitting,sitting,34359739737
2.0,sitting,sitting,34359740076
2.0,sitting,sitting,34359740131
2.0,sitting,sitting,34359740135
0.0,standing,standing,34359740337
0.0,standing,standing,34359740507
0.0,standing,standing,34359740609
7.4,descending_stairs,ascending_stairs,34359740863
5.6,cycling,ascending_stairs,34359740870
5.2,walking,ascending_stairs,34359740872
7.2,descending_stairs,ascending_stairs,34359741065
6.8,descending_stairs,descending_stairs,34359741175
5.0,walking,walking,34359741390
5.0,walking,walking,34359741661
5.0,walking,walking,34359742129
6.0,cycling,cycling,42949673233
6.0,cycling,cycling,42949673411
3.0,lying,lying,42949673634
3.0,lying,lying,42949673655
3.0,lying,lying,42949673821
3.0,lying,lying,42949673921
3.0,lying,lying,42949674058
2.0,sitting,sitting,42949674184
0.0,standing,standing,42949674579
0.0,standing,standing,42949674601
0.0,standing,standing,42949674685
0.0,standing,standing,42949674707
6.8,descending_stairs,ascending_stairs,42949675744
6.6,descending_stairs,descending_stairs,42949675817
5.4,walking,descending_stairs,42949675855
7.0,descending_stairs,descending_stairs,42949675879
7.0,descending_stairs,descending_stairs,42949675896
8.0,ascending_stairs,ascending_stairs,42949676002
5.0,walking,walking,51539607610
5.0,walking,walking,51539607824
5.4,walking,walking,51539607878
5.0,walking,walking,51539607891
5.6,cycling,walking,51539607903
5.6,cycling,walking,51539608035
5.0,walking,walking,51539608214
1.0,running,running,51539609275
4.0,rope_jumping,rope_jumping,51539609688
3.0,lying,lying,51539609903
2.0,sitting,sitting,51539609978
0.0,standing,standing,51539610298
0.0,standing,standing,51539610819
0.0,standing,standing,51539610888
7.2,descending_stairs,descending_stairs,51539611227
5.8,cycling,descending_stairs,51539611515
7.4,descending_stairs,descending_stairs,51539611635
7.4,descending_stairs,descending_stairs,60129542197
5.0,walking,walking,60129542339
7.0,descending_stairs,descending_stairs,60129542412
5.0,walking,walking,60129542571
5.0,walking,walking,60129543008
5.0,walking,walking,60129543199
5.0,walking,walking,60129543226
5.0,walking,walking,60129543239
5.0,walking,walking,60129543244
5.0,walking,walking,60129543383
5.0,walking,walking,60129543427
5.0,walking,walking,60129543488
5.0,walking,walking,60129543790
6.0,cycling,cycling,60129544564
1.0,running,running,60129544707
1.6,sitting,running,60129544949
1.0,running,running,60129545125
6.0,cycling,cycling,60129545146
6.0,cycling,cycling,60129545319
3.0,lying,lying,99
3.0,lying,lying,444
3.0,lying,lying,510
3.0,lying,lying,617
3.0,lying,lying,630
3.0,lying,lying,676
3.0,lying,lying,799
3.0,lying,lying,937
3.0,lying,lying,976
3.0,lying,lying,1181
2.0,sitting,sitting,1618
2.0,sitting,sitting,1674
2.0,sitting,sitting,1713
2.0,sitting,sitting,1792
2.0,sitting,sitting,1939
2.0,sitting,sitting,1989
2.0,sitting,sitting,2065
2.0,sitting,sitting,2094
2.0,sitting,sitting,2216
2.0,sitting,sitting,2284
0.0,standing,standing,2552
5.0,walking,walking,8589935362
4.6,walking,walking,8589935539
5.4,walking,walking,8589935570
5.0,walking,walking,8589935667
7.4,descending_stairs,walking,8589935730
5.0,walking,walking,8589935788
6.0,cycling,cycling,8589936022
3.8,rope_jumping,lying,8589936287
3.0,lying,lying,8589936427
3.0,lying,lying,8589936457
3.0,lying,lying,8589936624
3.0,lying,lying,8589936752
2.0,sitting,sitting,8589936824
2.0,sitting,sitting,8589936914
2.0,sitting,sitting,8589937144
0.0,standing,standing,8589937248
0.0,standing,standing,8589937272
2.0,sitting,sitting,8589937277
2.0,sitting,sitting,8589937404
2.0,sitting,sitting,8589937461
0.0,standing,standing,8589937467
0.0,standing,standing,8589937514
0.0,standing,standing,8589937586
2.0,sitting,sitting,8589937590
2.0,sitting,sitting,8589937625
2.0,sitting,sitting,8589937660
0.0,standing,standing,8589937720
0.0,standing,standing,8589937831
0.0,standing,standing,8589938163
0.0,standing,standing,8589938191
0.0,standing,standing,8589938364
0.0,standing,standing,8589938539
0.0,standing,standing,8589938587
7.0,descending_stairs,descending_stairs,17179869648
5.0,walking,descending_stairs,17179869881
7.0,descending_stairs,descending_stairs,17179869933
5.8,cycling,walking,17179870062
5.0,walking,walking,17179870147
5.0,walking,walking,17179870485
5.0,walking,walking,17179870488
5.6,cycling,walking,17179870508
1.0,running,running,17179870788
5.4,walking,running,17179870790
1.0,running,running,17179870878
1.0,running,running,17179870964
4.0,rope_jumping,rope_jumping,17179871308
3.0,lying,lying,17179871678
3.0,lying,lying,17179871774
3.0,lying,lying,17179871915
3.0,lying,lying,17179871918
3.0,lying,lying,17179871937
3.0,lying,lying,17179871978
3.0,lying,lying,17179872019
2.0,sitting,sitting,17179872118
2.0,sitting,sitting,25769804121
0.0,standing,standing,25769804284
0.0,standing,standing,25769804323
0.0,standing,standing,25769804341
0.0,standing,standing,25769804646
8.0,ascending_stairs,ascending_stairs,25769804810
6.4,cycling,descending_stairs,25769805108
7.0,descending_stairs,descending_stairs,25769805362
7.0,descending_stairs,descending_stairs,25769805486
6.8,descending_stairs,ascending_stairs,25769805613
7.6,ascending_stairs,ascending_stairs,25769805694
5.0,walking,walking,25769805982
5.0,walking,walking,25769806030
5.0,walking,walking,25769806374
5.0,walking,walking,25769806409
5.0,walking,walking,25769806429
5.0,walking,walking,25769806552
6.0,cycling,cycling,25769806722
6.0,cycling,cycling,25769806830
6.0,cycling,cycling,25769806955
6.0,cycling,cycling,25769806982
6.0,cycling,cycling,25769807076
1.0,running,running,25769807381
3.0,lying,lying,25769807730
3.0,lying,lying,25769807866
3.0,lying,lying,34359738733
3.0,lying,lying,34359738844
3.0,lying,lying,34359739037
3.0,lying,lying,34359739279
2.0,sitting,sitting,34359739947
0.0,standing,standing,34359740516
0.0,standing,standing,34359740737
0.0,standing,standing,34359740750
5.0,walking,walking,34359741386
5.0,walking,walking,34359741388
5.0,walking,walking,34359741411
5.0,walking,walking,34359741756
6.0,cycling,cycling,42949673037
6.0,cycling,cycling,42949673083
6.0,cycling,cycling,42949673332
6.0,cycling,cycling,42949673360
6.0,cycling,cycling,42949673449
3.0,lying,lying,42949673748
3.0,lying,lying,42949673868
3.0,lying,lying,42949673908
3.0,lying,lying,42949673927
2.0,sitting,sitting,42949674069
2.0,sitting,sitting,42949674192
2.0,sitting,sitting,42949674237
2.0,sitting,sitting,42949674391
0.0,standing,standing,42949674938
0.0,standing,standing,42949675083
5.2,walking,ascending_stairs,42949675231
5.0,walking,walking,51539607747
5.0,walking,walking,51539607921
1.8,sitting,walking,51539608119
5.0,walking,walking,51539608215
6.0,cycling,cycling,51539608564
6.0,cycling,cycling,51539608783
1.0,running,running,51539609129
4.0,rope_jumping,rope_jumping,51539609679
4.0,rope_jumping,rope_jumping,51539609745
4.0,rope_jumping,rope_jumping,51539609772
3.0,lying,lying,51539609906
2.0,sitting,sitting,51539609931
2.0,sitting,sitting,51539610086
0.0,standing,standing,51539610457
0.0,standing,standing,51539610462
0.0,standing,standing,51539610611
0.0,standing,standing,51539610867
8.0,ascending_stairs,ascending_stairs,51539611114
7.4,descending_stairs,ascending_stairs,51539611326
8.0,ascending_stairs,ascending_stairs,51539611409
6.8,descending_stairs,ascending_stairs,51539611475
7.4,descending_stairs,ascending_stairs,51539611484
7.0,descending_stairs,descending_stairs,51539611527
7.8,ascending_stairs,descending_stairs,60129542190
7.0,descending_stairs,descending_stairs,60129542274
5.0,walking,walking,60129542452
5.0,walking,walking,60129542472
5.0,walking,walking,60129543035
5.0,walking,walking,60129543306
5.0,walking,walking,60129543374
5.0,walking,walking,60129543441
5.0,walking,walking,60129543558
6.0,cycling,cycling,60129543997
6.0,cycling,cycling,60129544197
1.0,running,running,60129544648
1.0,running,running,60129544972
6.0,cycling,cycling,60129545193
3.0,lying,lying,231
3.0,lying,lying,387
3.0,lying,lying,885
3.0,lying,lying,1140
2.0,sitting,sitting,1349
2.0,sitting,sitting,1916
2.0,sitting,sitting,2128
4.2,rope_jumping,sitting,2398
0.0,standing,standing,2594
0.0,standing,standing,2631
0.0,standing,standing,2652
0.0,standing,standing,2756
8.0,ascending_stairs,ascending_stairs,2993
8.0,ascending_stairs,ascending_stairs,8589934868
7.4,descending_stairs,descending_stairs,8589935179
5.0,walking,walking,8589935359
5.0,walking,walking,8589935523
6.0,cycling,walking,8589935699
6.0,cycling,cycling,8589935917
6.0,cycling,cycling,8589935919
6.0,cycling,cycling,8589936004
6.0,cycling,cycling,8589936007
3.0,lying,lying,8589936325
3.0,lying,lying,8589936412
3.0,lying,lying,8589936548
3.0,lying,lying,8589936679
3.0,lying,lying,8589936778
2.0,sitting,sitting,8589937166
2.0,sitting,sitting,8589937278
2.0,sitting,sitting,8589937639
2.0,sitting,sitting,8589937812
0.0,standing,standing,8589938292
0.0,standing,standing,17179869193
7.2,descending_stairs,ascending_stairs,17179869331
6.8,descending_stairs,descending_stairs,17179869535
8.0,ascending_stairs,ascending_stairs,17179869653
7.4,descending_stairs,ascending_stairs,17179869787
8.0,ascending_stairs,ascending_stairs,17179869792
8.0,ascending_stairs,ascending_stairs,17179869799
8.0,ascending_stairs,ascending_stairs,17179869807
4.2,rope_jumping,walking,17179870116
5.0,walking,walking,17179870228
5.0,walking,walking,17179870291
4.0,rope_jumping,running,17179870682
1.0,running,running,17179870954
1.0,running,running,17179870955
3.0,lying,lying,17179871788
3.0,lying,lying,17179871795
2.0,sitting,sitting,17179872084
2.0,sitting,sitting,25769803923
0.0,standing,standing,25769804222
0.0,standing,standing,25769804474
0.0,standing,standing,25769804695
7.0,descending_stairs,descending_stairs,25769805172
7.0,descending_stairs,descending_stairs,25769805306
5.0,walking,ascending_stairs,25769805366
7.0,descending_stairs,descending_stairs,25769805820
6.0,cycling,cycling,25769806820
6.0,cycling,cycling,25769806861
1.8,sitting,running,25769807250
4.0,rope_jumping,rope_jumping,25769807501
5.6,cycling,rope_jumping,25769807578
4.0,rope_jumping,rope_jumping,25769807676
3.0,lying,lying,25769807732
3.0,lying,lying,34359738758
3.0,lying,lying,34359738800
3.0,lying,lying,34359739311
2.0,sitting,sitting,34359739404
2.0,sitting,sitting,34359739498
2.0,sitting,sitting,34359739541
2.0,sitting,sitting,34359739748
0.0,standing,standing,34359740439
0.0,standing,standing,34359740695
0.0,standing,standing,34359740716
7.6,ascending_stairs,ascending_stairs,34359740857
4.2,rope_jumping,descending_stairs,34359740936
5.0,walking,walking,34359741244
5.0,walking,walking,34359741559
1.8,sitting,walking,34359741692
5.0,walking,walking,34359741719
5.0,walking,walking,34359741737
5.0,walking,walking,34359741903
5.6,cycling,walking,34359741963
5.0,walking,walking,34359742045
5.0,walking,walking,34359742059
5.0,walking,walking,34359742090
5.0,walking,walking,34359742097
6.0,cycling,cycling,42949673015
6.0,cycling,cycling,42949673181
3.0,lying,lying,42949673561
3.0,lying,lying,42949673624
3.0,lying,lying,42949673645
2.0,sitting,sitting,42949674100
2.0,sitting,sitting,42949674231
0.0,standing,standing,42949674611
0.0,standing,standing,42949674819
0.0,standing,standing,42949675016
7.0,descending_stairs,descending_stairs,42949675308
6.4,cycling,ascending_stairs,42949675871
8.0,ascending_stairs,ascending_stairs,51539607602
5.0,walking,walking,51539607666
5.0,walking,walking,51539607726
5.0,walking,walking,51539607737
5.0,walking,walking,51539608038
5.0,walking,walking,51539608168
6.0,cycling,cycling,51539608792
6.0,cycling,cycling,51539608958
6.0,cycling,cycling,51539608992
1.0,running,running,51539609171
1.8,sitting,running,51539609427
1.6,sitting,running,51539609584
4.0,rope_jumping,rope_jumping,51539609686
4.0,rope_jumping,rope_jumping,51539609759
4.0,rope_jumping,rope_jumping,51539609799
2.0,sitting,sitting,51539610033
0.0,standing,standing,51539610428
0.0,standing,standing,51539610470
0.0,standing,standing,51539610727
0.0,standing,standing,51539610764
0.0,standing,standing,51539610793
0.0,standing,standing,51539610909
7.4,descending_stairs,ascending_stairs,51539611107
7.0,descending_stairs,descending_stairs,51539611163
7.0,descending_stairs,descending_stairs,60129542332
5.0,walking,walking,60129542386
6.2,cycling,walking,60129542770
5.0,walking,walking,60129542803
5.0,walking,walking,60129542916
5.0,walking,walking,60129543219
6.0,cycling,cycling,60129544035
6.0,cycling,cycling,60129544109
6.0,cycling,cycling,60129544112
6.0,cycling,cycling,60129544420
6.0,cycling,cycling,60129544545
6.0,cycling,cycling,60129544552
1.0,running,running,60129544676
1.0,running,running,60129545110
4.0,rope_jumping,rope_jumping,60129545139
6.0,cycling,cycling,60129545180
6.0,cycling,cycling,60129545251
6.0,cycling,cycling,60129545409
1.0,running,running,60129545540
3.0,lying,lying,86
3.0,lying,lying,109
3.0,lying,lying,354
3.0,lying,lying,483
3.0,lying,lying,640
3.0,lying,lying,1313
2.0,sitting,sitting,1610
2.0,sitting,sitting,1732
2.0,sitting,sitting,2368
0.0,standing,standing,2651
0.0,standing,standing,2677
0.0,standing,standing,2726
0.0,standing,standing,2928
0.0,standing,standing,2930
6.8,descending_stairs,ascending_stairs,8589934600
5.4,walking,descending_stairs,8589934704
7.0,descending_stairs,descending_stairs,8589934840
6.8,descending_stairs,ascending_stairs,8589934959
8.0,ascending_stairs,ascending_stairs,8589934977
5.0,walking,walking,8589935424
5.0,walking,walking,8589935454
6.2,cycling,walking,8589935769
6.0,cycling,cycling,8589935810
6.0,cycling,cycling,8589935959
6.0,cycling,cycling,8589935967
6.0,cycling,cycling,8589936254
6.0,cycling,cycling,8589936279
3.0,lying,lying,8589936455
3.0,lying,lying,8589936485
2.0,sitting,sitting,8589937126
2.0,sitting,sitting,8589937426
2.0,sitting,sitting,8589937751
0.0,standing,standing,8589937951
0.0,standing,standing,8589938186
0.0,standing,standing,8589938233
0.0,standing,standing,8589938357
0.0,standing,standing,8589938593
0.0,standing,standing,17179869188
7.0,descending_stairs,descending_stairs,17179869500
7.6,ascending_stairs,descending_stairs,17179869607
6.0,cycling,cycling,17179870621
1.0,running,running,17179870733
1.0,running,running,17179870800
4.0,rope_jumping,rope_jumping,17179871324
4.0,rope_jumping,rope_jumping,17179871417
3.0,lying,lying,17179871603
3.0,lying,lying,17179871635
3.0,lying,lying,17179871680
3.0,lying,lying,17179871688
2.0,sitting,sitting,17179872088
2.0,sitting,sitting,17179872229
0.0,standing,standing,25769804688
7.4,descending_stairs,ascending_stairs,25769804828
6.2,cycling,descending_stairs,25769805198
8.0,ascending_stairs,ascending_stairs,25769805565
8.0,ascending_stairs,descending_stairs,25769805773
5.0,walking,walking,25769805974
5.0,walking,walking,25769806128
5.0,walking,walking,25769806297
4.0,rope_jumping,walking,25769806353
5.0,walking,walking,25769806362
6.0,cycling,cycling,25769806607
6.0,cycling,cycling,25769807070
1.0,running,running,25769807220
4.0,rope_jumping,rope_jumping,25769807447
4.0,rope_jumping,rope_jumping,25769807475
3.0,lying,lying,25769807779
3.0,lying,lying,25769807870
3.0,lying,lying,34359738806
3.0,lying,lying,34359738869
3.0,lying,lying,34359739019
3.0,lying,lying,34359739218
3.0,lying,lying,34359739334
2.0,sitting,sitting,34359739691
2.0,sitting,sitting,34359739699
2.0,sitting,sitting,34359739858
0.0,standing,standing,34359740202
0.0,standing,standing,34359740492
0.0,standing,standing,34359740734
8.0,ascending_stairs,ascending_stairs,34359740992
6.2,cycling,ascending_stairs,34359741017
5.0,walking,walking,34359741304
5.0,walking,walking,34359742184
5.4,walking,cycling,42949673052
6.0,cycling,cycling,42949673227
6.0,cycling,cycling,42949673350
3.0,lying,lying,42949673563
3.0,lying,lying,42949673956
0.0,standing,standing,42949674921
0.0,standing,standing,42949674929
0.0,standing,standing,42949674954
0.0,standing,standing,42949675109
0.0,standing,standing,42949675122
7.4,descending_stairs,ascending_stairs,42949675250
8.0,ascending_stairs,ascending_stairs,42949675672
7.0,descending_stairs,descending_stairs,42949675941
8.0,ascending_stairs,ascending_stairs,42949675993
7.0,descending_stairs,descending_stairs,42949676008
6.8,descending_stairs,walking,51539608040
5.0,walking,walking,51539608308
5.0,walking,walking,51539608390
5.0,walking,walking,51539608417
6.0,cycling,cycling,51539608424
6.0,cycling,cycling,51539608577
6.0,cycling,cycling,51539608582
6.0,cycling,cycling,51539608820
1.0,running,running,51539609524
4.0,rope_jumping,rope_jumping,51539609794
4.0,rope_jumping,rope_jumping,51539609808
4.0,rope_jumping,rope_jumping,51539609823
4.0,rope_jumping,rope_jumping,51539609829
2.0,sitting,sitting,51539609995
2.0,sitting,sitting,51539610129
0.0,standing,standing,51539610309
0.0,standing,standing,51539610360
0.0,standing,standing,51539610389
0.0,standing,standing,51539610479
0.0,standing,standing,51539610601
0.0,standing,standing,51539610737
8.0,ascending_stairs,ascending_stairs,51539610937
8.0,ascending_stairs,ascending_stairs,51539611141
8.0,ascending_stairs,ascending_stairs,51539611463
5.0,walking,walking,60129542290
5.0,walking,walking,60129542403
5.0,walking,walking,60129542839
5.0,walking,walking,60129543150
5.0,walking,walking,60129543356
5.0,walking,walking,60129543404
5.0,walking,walking,60129543520
5.0,walking,walking,60129543600
5.0,walking,walking,60129543682
6.0,cycling,cycling,60129544009
6.0,cycling,cycling,60129544056
6.0,cycling,cycling,60129544434
6.0,cycling,cycling,60129544496
6.0,cycling,cycling,60129544502
1.0,running,running,60129544578
1.0,running,running,60129544904
6.0,cycling,cycling,60129545172
3.0,lying,lying,476
3.0,lying,lying,660
3.0,lying,lying,802
3.0,lying,lying,918
3.0,lying,lying,1131
2.0,sitting,sitting,1450
2.0,sitting,sitting,1564
2.0,sitting,sitting,1637
2.0,sitting,sitting,2152
2.0,sitting,sitting,2326
2.0,sitting,sitting,2388
0.0,standing,standing,2462
0.0,standing,standing,2815
7.0,descending_stairs,descending_stairs,8589934728
8.0,ascending_stairs,ascending_stairs,8589934946
2.8,lying,walking,8589935559
5.0,walking,walking,8589935567
5.0,walking,walking,8589935758
6.0,cycling,cycling,8589935925
6.0,cycling,cycling,8589935945
6.0,cycling,cycling,8589936027
3.0,lying,lying,8589936415
3.0,lying,lying,8589936591
3.0,lying,lying,8589936710
2.0,sitting,sitting,8589936841
2.0,sitting,sitting,8589937808
0.0,standing,standing,8589938111
7.0,descending_stairs,descending_stairs,17179869641
7.8,ascending_stairs,ascending_stairs,17179869764
8.0,ascending_stairs,ascending_stairs,17179869854
7.0,descending_stairs,descending_stairs,17179870030
6.8,descending_stairs,walking,17179870163
5.6,cycling,walking,17179870245
5.0,walking,walking,17179870323
1.0,running,running,17179870835
4.0,rope_jumping,rope_jumping,17179871502
3.0,lying,lying,17179871733
3.0,lying,lying,17179871974
3.0,lying,lying,17179872010
3.0,lying,lying,17179872028
3.0,lying,lying,17179872033
2.0,sitting,sitting,25769803819
2.0,sitting,sitting,25769803998
0.0,standing,standing,25769804525
0.0,standing,standing,25769804702
0.0,standing,standing,25769804784
7.4,descending_stairs,ascending_stairs,25769804826
4.8,walking,ascending_stairs,25769804911
5.4,walking,descending_stairs,25769805285
7.4,descending_stairs,descending_stairs,25769805330
6.6,descending_stairs,descending_stairs,25769805476
8.0,ascending_stairs,ascending_stairs,25769805724
6.2,cycling,ascending_stairs,25769805740
5.0,walking,walking,25769806575
6.0,cycling,cycling,25769806972
6.0,cycling,cycling,25769807086
6.0,cycling,cycling,25769807176
3.0,lying,lying,34359738380
3.0,lying,lying,34359739207
2.0,sitting,sitting,34359739755
2.0,sitting,sitting,34359739908
0.0,standing,standing,34359740323
0.0,standing,standing,34359740329
0.0,standing,standing,34359740472
0.0,standing,standing,34359740555
0.0,standing,standing,34359740560
7.4,descending_stairs,ascending_stairs,34359740778
8.0,ascending_stairs,ascending_stairs,34359740977
7.0,descending_stairs,descending_stairs,34359741078
7.6,ascending_stairs,descending_stairs,34359741144
3.0,lying,walking,34359741290
5.0,walking,walking,34359741627
5.0,walking,walking,34359741630
5.0,walking,walking,34359741810
5.0,walking,walking,34359742021
5.0,walking,walking,34359742219
6.0,cycling,cycling,42949673022
6.0,cycling,cycling,42949673136
6.0,cycling,cycling,42949673344
3.0,lying,lying,42949673859
3.0,lying,lying,42949673939
2.0,sitting,sitting,42949674245
0.0,standing,standing,42949674508
0.0,standing,standing,42949674832
0.0,standing,standing,42949674849
8.0,ascending_stairs,ascending_stairs,42949675285
5.4,walking,descending_stairs,42949675316
7.0,descending_stairs,descending_stairs,42949675405
7.0,descending_stairs,descending_stairs,42949675429
8.0,ascending_stairs,ascending_stairs,42949675724
6.2,cycling,ascending_stairs,51539607581
5.0,walking,walking,51539607609
5.0,walking,walking,51539607875
5.0,walking,walking,51539608023
5.0,walking,walking,51539608304
5.0,walking,walking,51539608336
6.0,cycling,cycling,51539609005
1.0,running,running,51539609068
3.8,rope_jumping,running,51539609284
3.0,lying,lying,51539609885
0.0,standing,standing,51539610373
0.0,standing,standing,51539610763
0.0,standing,standing,51539610773
7.2,descending_stairs,descending_stairs,51539611198
8.0,ascending_stairs,ascending_stairs,51539611377
7.2,descending_stairs,descending_stairs,51539611559
7.2,descending_stairs,descending_stairs,51539611579
5.0,walking,walking,60129542331
5.0,walking,walking,60129542465
5.0,walking,walking,60129542476
5.0,walking,walking,60129543013
5.0,walking,walking,60129543096
5.0,walking,walking,60129543434
6.0,cycling,cycling,60129543823
6.0,cycling,cycling,60129543846
6.0,cycling,cycling,60129544029
6.0,cycling,cycling,60129544117
6.0,cycling,cycling,60129544377
6.0,cycling,cycling,60129545141
3.0,lying,lying,770
3.0,lying,lying,793
3.0,lying,lying,832
3.0,lying,lying,862
3.0,lying,lying,1006
2.0,sitting,sitting,2083
2.0,sitting,sitting,2245
0.0,standing,standing,2602
0.0,standing,standing,2814
0.0,standing,standing,2892
6.4,cycling,ascending_stairs,8589934891
7.2,descending_stairs,descending_stairs,8589935201
5.2,walking,walking,8589935293
5.0,walking,walking,8589935755
5.6,cycling,walking,8589935756
6.0,cycling,cycling,8589935980
6.0,cycling,cycling,8589936086
6.0,cycling,cycling,8589936177
6.0,cycling,cycling,8589936210
3.0,lying,lying,8589936317
3.0,lying,lying,8589936331
0.0,standing,standing,8589937487
0.0,standing,standing,8589937717
0.0,standing,standing,8589938126
0.0,standing,standing,8589938310
7.0,descending_stairs,descending_stairs,17179869215
8.0,ascending_stairs,ascending_stairs,17179869295
7.0,descending_stairs,descending_stairs,17179869508
7.0,descending_stairs,descending_stairs,17179869555
6.0,cycling,descending_stairs,17179869896
6.6,descending_stairs,descending_stairs,17179869926
3.4,lying,walking,17179870350
5.0,walking,walking,17179870502
6.0,cycling,cycling,17179870589
1.0,running,running,17179871124
5.0,walking,rope_jumping,17179871213
4.0,rope_jumping,rope_jumping,17179871241
4.0,rope_jumping,rope_jumping,17179871403
3.0,lying,lying,17179871562
3.0,lying,lying,17179871572
3.0,lying,lying,17179871613
3.0,lying,lying,17179871809
3.0,lying,lying,17179871837
3.0,lying,lying,17179871911
3.0,lying,lying,17179871929
3.0,lying,lying,17179872035
2.0,sitting,sitting,25769803987
2.0,sitting,sitting,25769804079
0.4,standing,standing,25769804221
0.0,standing,standing,25769804297
0.0,standing,standing,25769804303
0.0,standing,standing,25769804411
8.0,ascending_stairs,ascending_stairs,25769804829
7.0,descending_stairs,descending_stairs,25769805073
7.0,descending_stairs,descending_stairs,25769805233
8.0,ascending_stairs,ascending_stairs,25769805750
5.0,walking,walking,25769805938
5.0,walking,walking,25769805975
5.0,walking,walking,25769806225
5.0,walking,walking,25769806456
5.0,walking,walking,25769806518
6.0,cycling,cycling,25769806597
6.0,cycling,cycling,25769806796
6.0,cycling,cycling,25769806842
2.8,lying,running,25769807317
1.0,running,running,25769807399
4.0,rope_jumping,rope_jumping,25769807438
4.0,rope_jumping,rope_jumping,25769807537
3.0,lying,lying,34359738798
3.0,lying,lying,34359738857
3.0,lying,lying,34359738974
2.0,sitting,sitting,34359739382
2.0,sitting,sitting,34359739441
2.0,sitting,sitting,34359739820
0.0,standing,standing,34359740343
0.0,standing,standing,34359740615
7.4,descending_stairs,ascending_stairs,34359740820
5.4,walking,descending_stairs,34359740944
7.6,ascending_stairs,ascending_stairs,34359740975
7.8,ascending_stairs,ascending_stairs,34359741016
6.0,cycling,descending_stairs,34359741159
5.0,walking,walking,34359741227
5.0,walking,walking,34359741320
5.0,walking,walking,34359741665
5.0,walking,walking,34359741811
5.0,walking,walking,34359742050
6.0,cycling,walking,34359742104
5.0,walking,walking,34359742113
7.2,descending_stairs,walking,34359742401
6.0,cycling,cycling,34359742443
6.0,cycling,cycling,42949673224
6.0,cycling,cycling,42949673382
3.0,lying,lying,42949673641
3.0,lying,lying,42949673729
3.0,lying,lying,42949673852
3.0,lying,lying,42949673932
2.0,sitting,sitting,42949674123
2.0,sitting,sitting,42949674189
2.0,sitting,sitting,42949674264
2.0,sitting,sitting,42949674342
2.0,sitting,sitting,42949674470
0.0,standing,standing,42949674661
0.0,standing,standing,42949674762
0.0,standing,standing,42949674825
0.0,standing,standing,42949674975
0.0,standing,standing,42949675041
6.6,descending_stairs,descending_stairs,42949675886
8.0,ascending_stairs,ascending_stairs,42949675948
6.0,cycling,descending_stairs,42949675971
5.0,walking,walking,51539607860
5.0,walking,walking,51539608258
6.0,cycling,cycling,51539608423
6.0,cycling,cycling,51539608546
6.0,cycling,cycling,51539608933
6.0,cycling,cycling,51539609043
1.0,running,running,51539609446
1.0,running,running,51539609459
2.2,sitting,running,51539609480
4.0,rope_jumping,rope_jumping,51539609722
4.0,rope_jumping,rope_jumping,51539609744
4.0,rope_jumping,rope_jumping,51539609820
2.0,sitting,sitting,51539610102
2.0,sitting,sitting,51539610155
2.0,sitting,sitting,51539610233
0.0,standing,standing,51539610808
8.0,ascending_stairs,ascending_stairs,51539611069
6.2,cycling,ascending_stairs,51539611081
6.8,descending_stairs,ascending_stairs,51539611445
2.8,lying,descending_stairs,51539611512
7.0,descending_stairs,descending_stairs,60129542302
5.0,walking,walking,60129542519
5.0,walking,walking,60129542729
5.0,walking,walking,60129543259
